"Supplementary Table 4.1 Phenotype data formatted for calculating ANOVA, MLM, and REML",,,,,,,,,,,,,,,,,,,,,,,
Subpopulation,Plate ID,Well,Plate row,Plate column,Genotype,Experiment Replicate,Experiment,Au,Cube Root Au,Anthesis date,Induction date,Harvest date,Grind date,Phadebas Date,Anthesis-Induction,Anthesis-Harvest,Harvest-Grind,Grind-Phadebas,Rht-B1,Rht-D1,Rht Genotype,,
JD,P00014,E09,E,9,82,C1,C,0.211,0.595334181,3/6/2021,3/26/2021,4/9/2021,6/30/2022,7/19/2022,20,34,447,19,Het,Rht-D1a,semi-dwarf B,,
JD,P00022,E02,E,2,81,T2,T,0.211,0.595334181,2/25/2021,3/24/2021,4/7/2021,7/1/2022,7/27/2022,27,41,450,26,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00014,G07,G,7,62,C3,C,0.211,0.595334181,3/8/2021,NA,4/16/2021,6/30/2021,7/19/2022,NA,39,75,384,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00014,C12,C,12,62,C3,C,0.211,0.595334181,3/8/2021,NA,4/16/2021,6/30/2021,7/19/2022,NA,39,75,384,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00003,C01,C,1,98,T1,T,0.211,0.595334181,NA,4/11/2021,5/8/2021,NA,8/26/2021,NA,NA,NA,NA,NA,NA,NA,,
JD,P00025,F07,F,7,74,T2,T,0.211,0.595334181,2/25/2021,3/25/2021,4/8/2021,NA,7/27/2022,28,42,NA,NA,NA,Het,NA,,
JD,P00012,H04,H,4,P11,C2,C,0.211,0.595334181,2/28/2021,3/24/2021,4/7/2021,NA,7/14/2022,24,38,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00011,D08,D,8,P1,C1,C,0.211,0.595334181,3/9/2021,3/27/2021,5/8/2021,NA,7/11/2022,18,60,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00004,A05,A,5,53,C3,C,0.212,0.596273196,NA,4/16/2021,5/8/2021,NA,11/10/2021,NA,NA,NA,NA,Het,Het,double-dwarf,,
JD,P00019,C02,C,2,51,C1,C,0.212,0.596273196,3/6/2021,NA,4/16/2021,NA,7/20/2022,NA,41,NA,NA,Rht-B1a,Rht-D1a,tall,,
JD,P00004,B03,B,3,P11,C1,C,0.212,0.596273196,3/8/2021,4/3/2021,4/21/2021,NA,11/10/2021,26,44,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00010,F08,F,8,74,C1,C,0.212,0.596273196,3/4/2021,3/29/2021,4/16/2021,NA,7/11/2022,25,43,NA,NA,NA,Het,NA,,
JD,P00025,A09,A,9,82,T1,T,0.212,0.596273196,3/5/2021,3/26/2021,4/9/2021,NA,7/27/2022,21,35,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00004,E09,E,9,85,T1,T,0.212,0.596273196,3/27/2021,4/14/2021,5/10/2021,NA,11/10/2021,18,44,NA,NA,NA,NA,NA,,
JD,P00023,B05,B,5,89,C2,C,0.212,0.596273196,3/13/2021,3/31/2021,4/19/2021,NA,7/27/2022,18,37,NA,NA,NA,NA,NA,,
JD,P00022,C02,C,2,65,C2,C,0.213,0.597209262,3/12/2021,4/6/2021,5/5/2021,7/5/2021,7/27/2022,25,54,61,387,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00023,D04,D,4,P11,C3,C,0.213,0.597209262,3/2/2021,3/26/2021,4/9/2021,7/5/2021,7/27/2022,24,38,87,387,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00027,E05,E,5,83,C1,C,0.213,0.597209262,3/3/2021,3/27/2021,4/20/2021,NA,7/29/2022,24,48,NA,NA,Rht-B1a,Het,semi-dwarf D,,
JD,P00025,F11,F,11,80,C1,C,0.213,0.597209262,2/28/2021,3/24/2021,4/7/2021,NA,7/27/2022,24,38,NA,NA,Rht-B1a,Rht-D1a,tall,,
JD,P00008,G06,G,6,69,T3,T,0.213,0.597209262,3/13/2021,4/3/2021,4/21/2021,NA,7/8/2022,21,39,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00025,E09,E,9,82,T1,T,0.213,0.597209262,3/5/2021,3/26/2021,4/9/2021,NA,7/27/2022,21,35,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00022,E07,E,7,58,T3,T,0.214,0.598142403,2/26/2021,3/23/2021,4/7/2021,7/7/2022,7/27/2022,25,40,456,20,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00003,E12,E,12,88,C2,C,0.214,0.598142403,3/12/2021,4/8/2021,5/8/2021,NA,8/26/2021,27,57,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00004,B08,B,8,P11,C1,C,0.214,0.598142403,3/8/2021,4/3/2021,4/21/2021,NA,11/10/2021,26,44,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00026,D04,D,4,P11,T3,T,0.214,0.598142403,3/3/2021,3/27/2021,4/19/2021,NA,7/29/2022,24,47,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00004,D03,D,3,59,T3,T,0.214,0.598142403,3/30/2021,4/17/2021,5/10/2021,NA,11/10/2021,18,41,NA,NA,Het,Het,double-dwarf,,
JD,P00023,A03,A,3,82,T3,T,0.214,0.598142403,3/22/2021,4/3/2021,4/21/2021,NA,7/27/2022,12,30,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00006,C07,C,7,58,T2,T,0.215,0.599072641,3/1/2021,3/25/2021,4/8/2021,7/6/2022,7/7/2022,24,38,454,1,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00024,E06,E,6,62,C2,C,0.215,0.599072641,3/10/2021,3/29/2021,4/16/2021,7/1/2022,7/27/2022,19,37,441,26,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00024,F08,F,8,95,C1,C,0.215,0.599072641,2/25/2021,3/20/2021,4/7/2021,7/5/2021,7/27/2022,23,41,89,387,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00005,G03,G,3,P11,C2,C,0.215,0.599072641,NA,NA,NA,NA,11/11/2021,NA,NA,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00011,D02,D,2,P11,T3,T,0.215,0.599072641,2/28/2021,3/27/2021,4/19/2021,NA,7/11/2022,27,50,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00027,C07,C,7,77,C2,C,0.215,0.599072641,3/5/2021,3/30/2021,4/16/2021,NA,7/29/2022,25,42,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00012,H06,H,6,P1,T3,T,0.215,0.599072641,3/4/2021,3/27/2021,4/19/2021,NA,7/14/2022,23,46,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00008,G01,G,1,69,T3,T,0.215,0.599072641,3/13/2021,4/3/2021,4/21/2021,NA,7/8/2022,21,39,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00023,G05,G,5,81,C2,C,0.216,0.6,2/21/2021,3/23/2021,4/7/2021,NA,7/27/2022,30,45,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00011,H04,H,4,P11,T3,T,0.216,0.6,2/28/2021,3/27/2021,4/19/2021,NA,7/11/2022,27,50,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00016,B04,B,4,65,T3,T,0.216,0.6,3/9/2021,4/4/2021,5/10/2021,NA,7/19/2022,26,62,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00025,H03,H,3,P11,T1,T,0.216,0.6,3/3/2021,3/29/2021,4/19/2021,NA,7/27/2022,26,47,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00012,G06,G,6,84,C1,C,0.216,0.6,3/5/2021,3/31/2021,4/19/2021,NA,7/14/2022,26,45,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00006,H01,H,1,P1,C3,C,0.216,0.6,3/2/2021,3/25/2021,4/8/2021,NA,7/7/2022,23,37,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00004,C07,C,7,59,T3,T,0.216,0.6,3/30/2021,4/17/2021,5/10/2021,NA,11/10/2021,18,41,NA,NA,Het,Het,double-dwarf,,
JD,P00020,C10,C,10,61,C3,C,0.216,0.6,3/16/2021,4/3/2021,4/21/2021,NA,7/20/2022,18,36,NA,NA,Rht-B1a,Rht-D1a,tall,,
JD,P00026,E05,E,5,70,C1,C,0.216,0.6,3/18/2021,4/3/2021,4/21/2021,NA,7/29/2022,16,34,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00015,C01,C,1,79,C1,C,0.217,0.600924501,3/24/2021,3/30/2021,4/16/2021,7/1/2022,7/19/2022,6,23,441,18,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00023,H07,H,7,P1,T1,T,0.217,0.600924501,3/2/2021,3/25/2021,4/8/2021,7/5/2021,7/27/2022,23,37,88,387,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00002,A04,A,4,68,T1,T,0.217,0.600924501,3/8/2021,4/4/2021,5/10/2021,NA,8/26/2021,27,63,NA,NA,NA,NA,NA,,
JD,P00019,H03,H,3,P1,C1,C,0.218,0.601846165,2/26/2021,3/23/2021,4/7/2021,7/13/2022,7/20/2022,25,40,462,7,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00006,C08,C,8,52,T3,T,0.218,0.601846165,2/27/2021,3/23/2021,4/7/2021,7/6/2021,7/7/2022,24,39,90,366,Rht-B1a,Rht-D1a,tall,,
JD,P00004,E08,E,8,56,C2,C,0.218,0.601846165,3/14/2021,4/11/2021,5/10/2021,NA,11/10/2021,28,57,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00027,C08,C,8,77,C2,C,0.218,0.601846165,3/5/2021,3/30/2021,4/16/2021,NA,7/29/2022,25,42,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00026,A08,A,8,88,C1,C,0.218,0.601846165,3/11/2021,4/5/2021,4/21/2021,NA,7/29/2022,25,41,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00027,A06,A,6,83,C1,C,0.218,0.601846165,3/3/2021,3/27/2021,4/20/2021,NA,7/29/2022,24,48,NA,NA,Rht-B1a,Het,semi-dwarf D,,
JD,P00007,H02,H,2,P11,C1,C,0.218,0.601846165,3/2/2021,3/26/2021,4/9/2021,NA,7/7/2022,24,38,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00005,C09,C,9,98,T3,T,0.218,0.601846165,3/19/2021,4/11/2021,5/8/2021,NA,11/11/2021,23,50,NA,NA,NA,NA,NA,,
JD,P00025,A06,A,6,82,T1,T,0.218,0.601846165,3/5/2021,3/26/2021,4/9/2021,NA,7/27/2022,21,35,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00028,E09,E,9,99,T2,T,0.218,0.601846165,3/17/2021,4/6/2021,4/21/2021,NA,8/2/2022,20,35,NA,NA,NA,NA,NA,,
JD,P00009,E05,E,5,77,C3,C,0.218,0.601846165,3/12/2021,3/30/2021,4/16/2021,NA,7/8/2022,18,35,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00027,H04,H,4,P1,C2,C,0.219,0.602765016,3/3/2021,3/25/2021,4/8/2021,7/1/2022,7/29/2022,22,36,449,28,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00009,B10,B,10,97,C2,C,0.219,0.602765016,NA,4/3/2021,4/21/2021,NA,7/8/2022,NA,NA,NA,NA,Het,NA,NA,,
JD,P00007,G06,G,6,98,C1,C,0.219,0.602765016,3/24/2021,4/19/2021,5/10/2021,NA,7/7/2022,26,47,NA,NA,NA,NA,NA,,
JD,P00010,F04,F,4,74,C1,C,0.219,0.602765016,3/4/2021,3/29/2021,4/16/2021,NA,7/11/2022,25,43,NA,NA,NA,Het,NA,,
JD,P00021,H08,H,8,86,T3,T,0.219,0.602765016,2/27/2021,3/23/2021,4/7/2021,NA,7/20/2022,24,39,NA,NA,Rht-B1a,Het,semi-dwarf D,,
JD,P00012,D07,D,7,P1,T3,T,0.219,0.602765016,3/4/2021,3/27/2021,4/19/2021,NA,7/14/2022,23,46,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00027,A04,A,4,69,C2,C,0.219,0.602765016,3/24/2021,4/4/2021,4/21/2021,NA,7/29/2022,11,28,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00027,E03,E,3,69,C2,C,0.219,0.602765016,3/24/2021,4/4/2021,4/21/2021,NA,7/29/2022,11,28,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00024,A06,A,6,62,C2,C,0.22,0.603681074,3/10/2021,3/29/2021,4/16/2021,7/1/2022,7/27/2022,19,37,441,26,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00024,E02,E,2,62,C2,C,0.22,0.603681074,3/10/2021,3/29/2021,4/16/2021,7/1/2022,7/27/2022,19,37,441,26,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00027,D04,D,4,P1,C2,C,0.22,0.603681074,3/3/2021,3/25/2021,4/8/2021,7/1/2022,7/29/2022,22,36,449,28,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00016,D08,D,8,P11,C2,C,0.22,0.603681074,3/10/2021,4/4/2021,4/21/2021,NA,7/19/2022,25,42,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00013,E05,E,5,60,T2,T,0.22,0.603681074,3/23/2021,4/12/2021,5/8/2021,NA,7/14/2022,20,46,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00005,F06,F,6,59,C1,C,0.22,0.603681074,3/24/2021,4/12/2021,5/10/2021,NA,11/11/2021,19,47,NA,NA,Het,Het,double-dwarf,,
JD,P00016,E01,E,1,90,T1,T,0.22,0.603681074,3/25/2021,4/12/2021,5/10/2021,NA,7/19/2022,18,46,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00016,A06,A,6,77,T1,T,0.22,0.603681074,3/13/2021,3/31/2021,4/20/2021,NA,7/19/2022,18,38,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00020,B09,B,9,96,C3,C,0.22,0.603681074,3/26/2021,4/11/2021,5/10/2021,NA,7/20/2022,16,45,NA,NA,Rht-B1a,Rht-D1a,tall,,
JD,P00014,G12,G,12,62,C3,C,0.221,0.60459436,3/8/2021,NA,4/16/2021,6/30/2021,7/19/2022,NA,39,75,384,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00019,G02,G,2,51,C1,C,0.221,0.60459436,3/6/2021,NA,4/16/2021,NA,7/20/2022,NA,41,NA,NA,Rht-B1a,Rht-D1a,tall,,
JD,P00025,F05,F,5,74,T2,T,0.221,0.60459436,2/25/2021,3/25/2021,4/8/2021,NA,7/27/2022,28,42,NA,NA,NA,Het,NA,,
JD,P00013,H08,H,8,P11,C3,C,0.221,0.60459436,3/5/2021,3/29/2021,4/16/2021,NA,7/14/2022,24,42,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00024,D08,D,8,58,T1,T,0.221,0.60459436,2/27/2021,3/23/2021,4/7/2021,NA,7/27/2022,24,39,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00001,G05,G,5,98,C2,C,0.221,0.60459436,3/21/2021,4/12/2021,5/10/2021,NA,7/14/2021,22,50,NA,NA,NA,NA,NA,,
JD,P00012,G02,G,2,70,T1,T,0.221,0.60459436,3/10/2021,3/31/2021,4/20/2021,NA,7/14/2022,21,41,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00024,D01,D,1,P1,C3,C,0.221,0.60459436,3/15/2021,4/3/2021,4/21/2021,NA,7/27/2022,19,37,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00006,A05,A,5,77,C1,C,0.222,0.605504895,3/1/2021,3/25/2021,4/8/2021,7/6/2021,7/7/2022,24,38,89,366,Het,Rht-D1a,semi-dwarf B,,
JD,P00026,B02,B,2,88,C1,C,0.222,0.605504895,3/11/2021,4/5/2021,4/21/2021,NA,7/29/2022,25,41,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00012,H07,H,7,P1,T3,T,0.222,0.605504895,3/4/2021,3/27/2021,4/19/2021,NA,7/14/2022,23,46,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00011,B04,B,4,82,C3,C,0.222,0.605504895,3/5/2021,3/27/2021,4/20/2021,NA,7/11/2022,22,46,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00009,A07,A,7,95,T1,T,0.222,0.605504895,3/4/2021,3/26/2021,4/9/2021,NA,7/8/2022,22,36,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00010,A03,A,3,90,C3,C,0.222,0.605504895,3/28/2021,4/17/2021,5/10/2021,NA,7/11/2022,20,43,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00015,A09,A,9,52,C3,C,0.223,0.606412699,3/1/2021,3/25/2021,4/8/2021,7/8/2022,7/19/2022,24,38,456,11,Rht-B1a,Rht-D1a,tall,,
JD,P00025,B03,B,3,74,T2,T,0.223,0.606412699,2/25/2021,3/25/2021,4/8/2021,NA,7/27/2022,28,42,NA,NA,NA,Het,NA,,
JD,P00003,H09,H,9,59,C3,C,0.223,0.606412699,3/22/2021,4/14/2021,5/10/2021,NA,8/26/2021,23,49,NA,NA,Het,Het,double-dwarf,,
JD,P00025,D08,D,8,99,C3,C,0.223,0.606412699,3/14/2021,4/6/2021,4/21/2021,NA,7/27/2022,23,38,NA,NA,NA,NA,NA,,
JD,P00003,F02,F,2,56,C1,C,0.223,0.606412699,3/17/2021,4/6/2021,5/8/2021,NA,8/26/2021,20,52,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00016,B10,B,10,90,T1,T,0.223,0.606412699,3/25/2021,4/12/2021,5/10/2021,NA,7/19/2022,18,46,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00026,E03,E,3,61,C2,C,0.223,0.606412699,3/19/2021,4/3/2021,4/21/2021,NA,7/29/2022,15,33,NA,NA,Rht-B1a,Rht-D1a,tall,,
JD,P00015,A06,A,6,52,C3,C,0.224,0.607317794,3/1/2021,3/25/2021,4/8/2021,7/8/2022,7/19/2022,24,38,456,11,Rht-B1a,Rht-D1a,tall,,
JD,P00015,G10,G,10,78,C1,C,0.224,0.607317794,2/24/2021,3/23/2021,4/7/2021,7/8/2022,7/19/2022,27,42,457,11,Rht-B1a,Rht-D1a,tall,,
JD,P00001,C07,C,7,98,C2,C,0.224,0.607317794,3/21/2021,4/12/2021,5/10/2021,NA,7/14/2021,22,50,NA,NA,NA,NA,NA,,
JD,P00008,G11,G,11,69,T3,T,0.224,0.607317794,3/13/2021,4/3/2021,4/21/2021,NA,7/8/2022,21,39,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00005,E10,E,10,79,T1,T,0.224,0.607317794,3/28/2021,4/3/2021,5/5/2021,NA,11/11/2021,6,38,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00011,H02,H,2,P11,T3,T,0.225,0.6082202,2/28/2021,3/27/2021,4/19/2021,NA,7/11/2022,27,50,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00004,F06,F,6,P11,C1,C,0.225,0.6082202,3/8/2021,4/3/2021,4/21/2021,NA,11/10/2021,26,44,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00027,G08,G,8,77,C2,C,0.225,0.6082202,3/5/2021,3/30/2021,4/16/2021,NA,7/29/2022,25,42,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00026,G06,G,6,65,C3,C,0.225,0.6082202,3/13/2021,4/6/2021,5/8/2021,NA,7/29/2022,24,56,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00006,H04,H,4,P1,C3,C,0.225,0.6082202,3/2/2021,3/25/2021,4/8/2021,NA,7/7/2022,23,37,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00001,G08,G,8,98,C2,C,0.225,0.6082202,3/21/2021,4/12/2021,5/10/2021,NA,7/14/2021,22,50,NA,NA,NA,NA,NA,,
JD,P00008,G10,G,10,69,T3,T,0.225,0.6082202,3/13/2021,4/3/2021,4/21/2021,NA,7/8/2022,21,39,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00004,G06,G,6,59,T3,T,0.225,0.6082202,3/30/2021,4/17/2021,5/10/2021,NA,11/10/2021,18,41,NA,NA,Het,Het,double-dwarf,,
JD,P00019,G04,G,4,57,T2,T,0.225,0.6082202,3/17/2021,4/3/2021,5/5/2021,NA,7/20/2022,17,49,NA,NA,Rht-B1a,Het,semi-dwarf D,,
JD,P00005,C12,C,12,89,T2,T,0.225,0.6082202,3/14/2021,3/31/2021,4/20/2021,NA,11/11/2021,17,37,NA,NA,NA,NA,NA,,
JD,P00027,E04,E,4,69,C2,C,0.225,0.6082202,3/24/2021,4/4/2021,4/21/2021,NA,7/29/2022,11,28,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00015,C12,C,12,54,C1,C,0.226,0.609119935,3/1/2021,3/25/2021,4/8/2021,7/8/2022,7/19/2022,24,38,456,11,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00014,E06,E,6,80,C3,C,0.226,0.609119935,3/5/2021,3/26/2021,4/9/2021,6/30/2022,7/19/2022,21,35,447,19,Rht-B1a,Rht-D1a,tall,,
JD,P00010,D07,D,7,P11,T1,T,0.226,0.609119935,3/10/2021,4/4/2021,5/10/2021,NA,7/11/2022,25,61,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00010,B08,B,8,74,C1,C,0.226,0.609119935,3/4/2021,3/29/2021,4/16/2021,NA,7/11/2022,25,43,NA,NA,NA,Het,NA,,
JD,P00001,B10,B,10,P1,C1,C,0.226,0.609119935,2/26/2021,3/23/2021,4/7/2021,NA,7/14/2021,25,40,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00007,D03,D,3,P11,C1,C,0.226,0.609119935,3/2/2021,3/26/2021,4/9/2021,NA,7/7/2022,24,38,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00012,D04,D,4,P11,C2,C,0.226,0.609119935,2/28/2021,3/24/2021,4/7/2021,NA,7/14/2022,24,38,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00009,A08,A,8,95,T1,T,0.226,0.609119935,3/4/2021,3/26/2021,4/9/2021,NA,7/8/2022,22,36,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00016,H04,H,4,P1,T3,T,0.227,0.61001702,3/2/2021,3/25/2021,4/8/2021,7/7/2022,7/19/2022,23,37,455,12,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00027,D03,D,3,P1,C2,C,0.227,0.61001702,3/3/2021,3/25/2021,4/8/2021,7/1/2022,7/29/2022,22,36,449,28,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00011,H05,H,5,P11,T3,T,0.227,0.61001702,2/28/2021,3/27/2021,4/19/2021,NA,7/11/2022,27,50,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00013,D07,D,7,P11,C3,C,0.227,0.61001702,3/5/2021,3/29/2021,4/16/2021,NA,7/14/2022,24,42,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00005,G08,G,8,98,T3,T,0.227,0.61001702,3/19/2021,4/11/2021,5/8/2021,NA,11/11/2021,23,50,NA,NA,NA,NA,NA,,
JD,P00007,D08,D,8,P1,T1,T,0.227,0.61001702,3/3/2021,3/25/2021,4/8/2021,NA,7/7/2022,22,36,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00023,E03,E,3,82,T3,T,0.227,0.61001702,3/22/2021,4/3/2021,4/21/2021,NA,7/27/2022,12,30,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00015,H03,H,3,64,T1,T,0.228,0.610911474,2/28/2021,3/24/2021,4/7/2021,7/8/2022,7/19/2022,24,38,457,11,Rht-B1a,Rht-D1a,tall,,
JD,P00006,G04,G,4,52,T3,T,0.228,0.610911474,2/27/2021,3/23/2021,4/7/2021,7/6/2021,7/7/2022,24,39,90,366,Rht-B1a,Rht-D1a,tall,,
JD,P00003,G02,G,2,98,T1,T,0.228,0.610911474,NA,4/11/2021,5/8/2021,NA,8/26/2021,NA,NA,NA,NA,NA,NA,NA,,
JD,P00009,B08,B,8,97,C2,C,0.228,0.610911474,NA,4/3/2021,4/21/2021,NA,7/8/2022,NA,NA,NA,NA,Het,NA,NA,,
JD,P00025,D04,D,4,P11,T1,T,0.228,0.610911474,3/3/2021,3/29/2021,4/19/2021,NA,7/27/2022,26,47,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00001,C08,C,8,98,C2,C,0.228,0.610911474,3/21/2021,4/12/2021,5/10/2021,NA,7/14/2021,22,50,NA,NA,NA,NA,NA,,
JD,P00016,A07,A,7,62,T2,T,0.228,0.610911474,3/7/2021,3/29/2021,4/19/2021,NA,7/19/2022,22,43,NA,NA,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00024,F11,F,11,95,C1,C,0.229,0.611803317,2/25/2021,3/20/2021,4/7/2021,7/5/2021,7/27/2022,23,41,89,387,Rht-B1a,Rht-D1b,semi-dwarf D,,
JD,P00011,D04,D,4,P11,T3,T,0.229,0.611803317,2/28/2021,3/27/2021,4/19/2021,NA,7/11/2022,27,50,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00016,D07,D,7,P11,C2,C,0.229,0.611803317,3/10/2021,4/4/2021,4/21/2021,NA,7/19/2022,25,42,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00011,E07,E,7,82,C3,C,0.229,0.611803317,3/5/2021,3/27/2021,4/20/2021,NA,7/11/2022,22,46,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00007,A12,A,12,76,C2,C,0.229,0.611803317,3/6/2021,3/25/2021,4/8/2021,NA,7/7/2022,19,33,NA,NA,Rht-B1a,Rht-D1a,tall,,
JD,P00021,F11,F,11,52,C2,C,0.229,0.611803317,3/5/2021,3/23/2021,4/7/2021,NA,7/20/2022,18,33,NA,NA,Rht-B1a,Rht-D1a,tall,,
JD,P00019,C06,C,6,57,T2,T,0.229,0.611803317,3/17/2021,4/3/2021,5/5/2021,NA,7/20/2022,17,49,NA,NA,Rht-B1a,Het,semi-dwarf D,,
JD,P00017,B04,B,4,81,T3,T,0.23,0.612692568,2/21/2021,3/23/2021,4/7/2021,7/11/2022,7/19/2022,30,45,460,8,Rht-B1b,Rht-D1a,semi-dwarf B,,
JD,P00003,D06,D,6,98,C3,C,0.23,0.612692568,NA,4/16/2021,5/8/2021,NA,8/26/2021,NA,NA,NA,NA,NA,NA,NA,,
JD,P00012,G03,G,3,84,C1,C,0.23,0.612692568,3/5/2021,3/31/2021,4/19/2021,NA,7/14/2022,26,45,NA,NA,Het,Rht-D1a,semi-dwarf B,,
JD,P00013,D06,D,6,P11,C3,C,0.23,0.612692568,3/5/2021,3/29/2021,4/16/2021,NA,7/14/2022,24,42,NA,NA,Rht-B1b,Rht-D1a,semi-dwarf B,,
